Cancer id,Cancer label,Population id,Country label,Sex,Type,Year,ASR (World),Crude rate,Cumulative risk,Total
11,Lung,10000,Bulgaria,2,1,1983,6.354664646,10.05680876,,453
11,Lung,10000,Bulgaria,2,1,1984,6.723217258,10.84860681,,490
11,Lung,10000,Bulgaria,2,1,1985,6.94774913,11.18324229,,506
11,Lung,10000,Bulgaria,2,1,1986,6.442753512,10.62233876,,481
11,Lung,10000,Bulgaria,2,1,1987,6.567002483,10.77882297,,488
11,Lung,10000,Bulgaria,2,1,1988,6.249529152,10.33003465,,467
11,Lung,10000,Bulgaria,2,1,1989,6.105573685,10.14054755,,457
11,Lung,10000,Bulgaria,2,1,1990,5.823059848,9.991048199,,448
11,Lung,10000,Bulgaria,2,1,1991,7.001499769,11.94937687,,532
11,Lung,10000,Bulgaria,2,1,1992,6.284311464,11.03804294,,487
11,Lung,10000,Bulgaria,2,1,1993,6.723975587,11.90791336,,520
11,Lung,10000,Bulgaria,2,1,1994,6.567770681,11.91885459,,515
11,Lung,10000,Bulgaria,2,1,1995,7.1480735,13.23254158,,566
11,Lung,10000,Bulgaria,2,1,1996,6.809256193,12.86167563,,545
11,Lung,10000,Bulgaria,2,1,1997,6.12813255,11.73657228,,493
11,Lung,10000,Bulgaria,2,1,1998,6.412511689,12.24137691,,510
11,Lung,10000,Bulgaria,2,1,1999,6.844649619,13.30730264,,550
11,Lung,10000,Bulgaria,2,1,2000,6.558833829,12.82847042,,526
11,Lung,10000,Bulgaria,2,1,2001,6.212387823,12.46358335,,507
11,Lung,10000,Bulgaria,2,1,2002,6.268773933,12.78373829,,516
11,Lung,10000,Bulgaria,2,1,2003,6.259267574,12.50714917,,501
11,Lung,10000,Bulgaria,2,1,2004,6.687916975,13.78369113,,548
11,Lung,10000,Bulgaria,2,1,2005,7.966173495,16.26835385,,642
11,Lung,10000,Bulgaria,2,1,2006,7.034272698,14.29542569,,560
11,Lung,10000,Bulgaria,2,1,2007,7.630514266,15.99462663,,622
11,Lung,10000,Bulgaria,2,1,2008,7.365366862,15.56575027,,601
11,Lung,10000,Bulgaria,2,1,2009,7.375884626,15.28237314,,586
11,Lung,10000,Bulgaria,2,1,2010,6.877083706,14.93681779,,569
11,Lung,10000,Bulgaria,2,1,2011,7.964714577,17.22199227,,652
11,Lung,10000,Bulgaria,2,1,2012,8.503953948,18.73185103,,705
11,Lung,10000,Bulgaria,2,1,2013,7.808914285,17.77062321,,665
11,Lung,10000,Bulgaria,2,1,2014,8.871677824,19.8629697,,739
11,Lung,10000,Bulgaria,2,1,2015,8.910845806,19.87504411,,735
11,Lung,10000,Bulgaria,2,1,2016,8.408843975,19.10339235,,702
11,Lung,10000,Bulgaria,2,1,2017,8.698082416,20.35332607,,743
11,Lung,10000,Bulgaria,2,1,2018,9.588328987,22.06579413,,800
11,Lung,12400,Canada,1,1,1950,14.54970373,14.84513253,,1034
11,Lung,12400,Canada,1,1,1951,14.91673539,15.32208593,,1094
11,Lung,12400,Canada,1,1,1952,16.65759804,17.06593444,,1250
11,Lung,12400,Canada,1,1,1953,18.02118954,18.39126315,,1383
11,Lung,12400,Canada,1,1,1954,19.19072308,19.38939708,,1498
11,Lung,12400,Canada,1,1,1955,20.32253383,20.41272233,,1621
11,Lung,12400,Canada,1,1,1956,21.78111334,21.74478435,,1775
11,Lung,12400,Canada,1,1,1957,22.41727847,22.03372471,,1848
11,Lung,12400,Canada,1,1,1958,23.3255415,22.90640989,,1972
11,Lung,12400,Canada,1,1,1959,24.13693836,23.50732722,,2074
11,Lung,12400,Canada,1,1,1960,25.20944871,24.62348344,,2222
11,Lung,12400,Canada,1,1,1961,26.92442164,26.17870402,,2411
11,Lung,12400,Canada,1,1,1962,28.60575164,27.7361404,,2602
11,Lung,12400,Canada,1,1,1963,30.36333541,29.64419733,,2829
11,Lung,12400,Canada,1,1,1964,31.23957409,30.1355502,,2924
11,Lung,12400,Canada,1,1,1965,32.23651966,31.18951457,,3077
11,Lung,12400,Canada,1,1,1966,33.78748496,32.84440196,,3295
11,Lung,12400,Canada,1,1,1967,37.11071686,36.27051294,,3700
11,Lung,12400,Canada,1,1,1968,37.27394152,36.62755389,,3799
11,Lung,12400,Canada,1,1,1969,38.82155337,38.17495092,,4025
11,Lung,12400,Canada,1,1,1970,40.5457435,40.24346174,,4312
11,Lung,12400,Canada,1,1,1971,42.09207069,42.17197716,,4591
11,Lung,12400,Canada,1,1,1972,42.97987416,43.37993836,,4797
11,Lung,12400,Canada,1,1,1973,44.39733557,45.21414993,,5076
11,Lung,12400,Canada,1,1,1974,46.54048134,47.64077189,,5425
11,Lung,12400,Canada,1,1,1975,45.88908234,47.48954606,,5479
11,Lung,12400,Canada,1,1,1976,47.52746477,49.71006033,,5804
11,Lung,12400,Canada,1,1,1977,49.07422226,52.01532707,,6140
11,Lung,12400,Canada,1,1,1978,50.12796497,53.93589025,,6432
11,Lung,12400,Canada,1,1,1979,51.17009595,55.80238979,,6720
11,Lung,12400,Canada,1,1,1980,52.84617876,58.22015261,,7079
11,Lung,12400,Canada,1,1,1981,52.08626405,58.22538446,,7147
11,Lung,12400,Canada,1,1,1982,55.0720408,62.28345664,,7717
11,Lung,12400,Canada,1,1,1983,55.43354987,63.77359845,,7978
11,Lung,12400,Canada,1,1,1984,56.88205515,66.09330945,,8354
11,Lung,12400,Canada,1,1,1985,54.92501817,64.75609333,,8278
11,Lung,12400,Canada,1,1,1986,55.34654889,66.1278063,,8559
11,Lung,12400,Canada,1,1,1987,54.95125286,66.57765758,,8733
11,Lung,12400,Canada,1,1,1988,56.64384862,69.46303376,,9238
11,Lung,12400,Canada,1,1,1989,56.44390037,70.23900771,,9469
11,Lung,12400,Canada,1,1,1990,55.51839239,69.8267928,,9536
11,Lung,12400,Canada,1,1,1991,55.0230643,70.11666,,9693
11,Lung,12400,Canada,1,1,1992,53.9478809,69.69634717,,9747
11,Lung,12400,Canada,1,1,1993,53.69844781,70.6019504,,9983
11,Lung,12400,Canada,1,1,1994,52.03423459,69.26317986,,9898
11,Lung,12400,Canada,1,1,1995,49.76186995,67.6541485,,9768
11,Lung,12400,Canada,1,1,1996,49.25669523,67.98986906,,9915
11,Lung,12400,Canada,1,1,1997,47.1500865,66.04334426,,9725
11,Lung,12400,Canada,1,1,1998,47.19455557,67.37466117,,10016
11,Lung,12400,Canada,1,1,1999,47.2734541,68.47052336,,10276
11,Lung,12400,Canada,1,1,2000,43.2043707,63.67342607,,9648
11,Lung,12400,Canada,1,1,2001,43.17490314,64.91143684,,9931
11,Lung,12400,Canada,1,1,2002,43.00772705,65.98989536,,10195
11,Lung,12400,Canada,1,1,2003,41.38492198,65.38258424,,10203
11,Lung,12400,Canada,1,1,2004,39.83757567,64.2748386,,10136
11,Lung,12400,Canada,1,1,2005,39.34300268,64.49491152,,10284
11,Lung,12400,Canada,1,1,2006,37.6871058,63.3033044,,10213
11,Lung,12400,Canada,1,1,2007,37.30586591,63.91665254,,10439
11,Lung,12400,Canada,1,1,2008,35.68163244,62.50153064,,10336
11,Lung,12400,Canada,1,1,2009,35.28715382,63.14667931,,10572
11,Lung,12400,Canada,1,1,2010,33.9916726,62.1598356,,10531
11,Lung,12400,Canada,1,1,2011,32.72941705,61.36574768,,10515
11,Lung,12400,Canada,1,1,2012,32.08233843,61.87384697,,10718
11,Lung,12400,Canada,1,1,2013,30.14630535,59.5600202,,10426
11,Lung,12400,Canada,1,1,2014,30.23492161,61.79770421,,10929
11,Lung,12400,Canada,1,1,2015,28.47912696,59.66702675,,10659
11,Lung,12400,Canada,1,1,2016,27.03587645,58.09192336,,10481
11,Lung,12400,Canada,1,1,2017,26.37885394,58.38674519,,10637
11,Lung,12400,Canada,2,1,1950,2.861349598,2.969791459,,201
11,Lung,12400,Canada,2,1,1951,3.285475251,3.401346328,,236
11,Lung,12400,Canada,2,1,1952,3.561237843,3.707386124,,264
11,Lung,12400,Canada,2,1,1953,3.350863716,3.458632432,,253
11,Lung,12400,Canada,2,1,1954,3.338628568,3.550747226,,267
11,Lung,12400,Canada,2,1,1955,4.162823476,4.345218281,,336
11,Lung,12400,Canada,2,1,1956,3.555173248,3.684673907,,293
11,Lung,12400,Canada,2,1,1957,3.423423587,3.535548781,,289
11,Lung,12400,Canada,2,1,1958,3.368368506,3.465981157,,291
11,Lung,12400,Canada,2,1,1959,3.553741298,3.773180535,,325
11,Lung,12400,Canada,2,1,1960,3.482331318,3.638012951,,321
11,Lung,12400,Canada,2,1,1961,3.860335467,4.022522135,,363
11,Lung,12400,Canada,2,1,1962,4.478472332,4.687710581,,432
11,Lung,12400,Canada,2,1,1963,4.249437127,4.436144729,,417
11,Lung,12400,Canada,2,1,1964,4.559017739,4.832278199,,463
11,Lung,12400,Canada,2,1,1965,5.003704054,5.27529998,,515
11,Lung,12400,Canada,2,1,1966,5.170116428,5.511113543,,548
11,Lung,12400,Canada,2,1,1967,5.654235617,6.104510403,,618
11,Lung,12400,Canada,2,1,1968,5.820743367,6.502943892,,670
11,Lung,12400,Canada,2,1,1969,5.974647703,6.506581856,,682
11,Lung,12400,Canada,2,1,1970,6.329176773,7.035949575,,750
11,Lung,12400,Canada,2,1,1971,6.518697385,7.372828626,,799
11,Lung,12400,Canada,2,1,1972,7.887027173,8.879538438,,978
11,Lung,12400,Canada,2,1,1973,8.261777542,9.545311585,,1068
11,Lung,12400,Canada,2,1,1974,8.918126867,10.36220073,,1177
11,Lung,12400,Canada,2,1,1975,9.340541981,10.83146227,,1248
11,Lung,12400,Canada,2,1,1976,9.552017993,11.29388926,,1319
11,Lung,12400,Canada,2,1,1977,10.82608219,12.84005868,,1519
11,Lung,12400,Canada,2,1,1978,11.51657982,14.03588226,,1681
11,Lung,12400,Canada,2,1,1979,12.57994434,15.4060217,,1867
11,Lung,12400,Canada,2,1,1980,13.10943997,16.3650032,,2006
11,Lung,12400,Canada,2,1,1981,13.94730849,17.50925731,,2170
11,Lung,12400,Canada,2,1,1982,14.98756417,19.34313183,,2423
11,Lung,12400,Canada,2,1,1983,15.33234889,20.0370302,,2537
11,Lung,12400,Canada,2,1,1984,16.92833713,22.58461029,,2892
11,Lung,12400,Canada,2,1,1985,18.18994713,24.41084156,,3164
11,Lung,12400,Canada,2,1,1986,18.3404318,24.93073231,,3274
11,Lung,12400,Canada,2,1,1987,19.36060576,26.63736631,,3547
11,Lung,12400,Canada,2,1,1988,20.18176268,28.61486648,,3865
11,Lung,12400,Canada,2,1,1989,20.18680942,29.03262166,,3977
11,Lung,12400,Canada,2,1,1990,20.59935556,30.01870984,,4168
11,Lung,12400,Canada,2,1,1991,22.09709909,32.43579373,,4562
11,Lung,12400,Canada,2,1,1992,22.26171339,32.84534897,,4677
11,Lung,12400,Canada,2,1,1993,23.45064649,35.60490301,,5130
11,Lung,12400,Canada,2,1,1994,23.63048078,36.10766632,,5261
11,Lung,12400,Canada,2,1,1995,22.87129751,36.03826534,,5307
11,Lung,12400,Canada,2,1,1996,24.72087514,38.94515308,,5793
11,Lung,12400,Canada,2,1,1997,23.48755851,38.04304398,,5713
11,Lung,12400,Canada,2,1,1998,25.02897121,41.23131799,,6249
11,Lung,12400,Canada,2,1,1999,25.03078957,42.08676883,,6437
11,Lung,12400,Canada,2,1,2000,24.79547157,42.00553496,,6484
11,Lung,12400,Canada,2,1,2001,24.54682711,42.62306761,,6641
11,Lung,12400,Canada,2,1,2002,25.22087073,44.45949103,,6993
11,Lung,12400,Canada,2,1,2003,25.15661277,45.14897809,,7171
11,Lung,12400,Canada,2,1,2004,25.65025469,46.84740988,,7517
11,Lung,12400,Canada,2,1,2005,25.24269863,47.03780516,,7629
11,Lung,12400,Canada,2,1,2006,25.76538197,48.87964834,,8018
11,Lung,12400,Canada,2,1,2007,25.34680489,48.92584839,,8121
11,Lung,12400,Canada,2,1,2008,25.11224494,49.80821041,,8368
11,Lung,12400,Canada,2,1,2009,24.97451063,50.2231224,,8540
11,Lung,12400,Canada,2,1,2010,24.67396802,51.04686466,,8783
11,Lung,12400,Canada,2,1,2011,23.84569908,50.02818287,,8707
11,Lung,12400,Canada,2,1,2012,23.84906833,51.0577233,,8986
11,Lung,12400,Canada,2,1,2013,23.54519095,51.8168672,,9219
11,Lung,12400,Canada,2,1,2014,23.26725437,52.47726333,,9435
11,Lung,12400,Canada,2,1,2015,22.5952935,51.92007942,,9430
11,Lung,12400,Canada,2,1,2016,22.04116076,52.28766152,,9590
11,Lung,12400,Canada,2,1,2017,21.30217147,51.58822432,,9551
11,Lung,15200,Chile,1,1,1984,21.66109811,15.08224203,,895
11,Lung,15200,Chile,1,1,1985,23.02200438,16.14526486,,972
11,Lung,15200,Chile,1,1,1986,21.15849345,15.05267126,,920
11,Lung,15200,Chile,1,1,1987,20.40905024,14.78694715,,918
11,Lung,15200,Chile,1,1,1988,20.6184786,15.31186027,,966
11,Lung,15200,Chile,1,1,1989,20.54594282,15.39056242,,987
11,Lung,15200,Chile,1,1,1990,20.70921026,15.7363363,,1026
11,Lung,15200,Chile,1,1,1991,22.75040829,17.43700993,,1156
11,Lung,15200,Chile,1,1,1992,21.70231038,16.93989541,,1142
11,Lung,15200,Chile,1,1,1993,20.94415952,16.66220931,,1142
11,Lung,15200,Chile,1,1,1994,19.88381229,15.98142077,,1113
11,Lung,15200,Chile,1,1,1995,20.85657918,16.88522474,,1194
11,Lung,15200,Chile,1,1,1996,21.18105421,17.68882965,,1269
11,Lung,15200,Chile,1,1,1997,19.12104135,16.32112718,,1187
11,Lung,15200,Chile,1,1,1998,19.42342688,16.88447275,,1244
11,Lung,15200,Chile,1,1,1999,18.83535986,16.66366819,,1243
11,Lung,15200,Chile,1,1,2000,18.61329339,16.86502614,,1273
11,Lung,15200,Chile,1,1,2001,19.19711825,17.40885502,,1329
11,Lung,15200,Chile,1,1,2002,18.60784896,17.48058961,,1349
11,Lung,15200,Chile,1,1,2003,17.27794156,16.7978071,,1310
11,Lung,15200,Chile,1,1,2004,18.62464278,18.52755199,,1460
11,Lung,15200,Chile,1,1,2005,18.1985824,18.56113527,,1478
11,Lung,15200,Chile,1,1,2006,18.23865947,19.13603534,,1540
11,Lung,15200,Chile,1,1,2007,17.5559038,18.88274626,,1536
11,Lung,15200,Chile,1,1,2008,16.23788166,17.70784584,,1456
11,Lung,15200,Chile,1,1,2009,17.0515596,19.07312093,,1585
11,Lung,15200,Chile,1,1,2010,17.40298828,20.13814218,,1691
11,Lung,15200,Chile,1,1,2011,17.17299184,20.30408252,,1722
11,Lung,15200,Chile,1,1,2012,16.22359925,19.61959016,,1680
11,Lung,15200,Chile,1,1,2013,16.62719298,20.92048274,,1809
11,Lung,15200,Chile,1,1,2014,16.29882202,20.91575299,,1828
11,Lung,15200,Chile,1,1,2015,15.79525402,20.85971418,,1845
11,Lung,15200,Chile,1,1,2016,15.31384534,20.91406628,,1875
11,Lung,15200,Chile,1,1,2017,14.77858335,20.85245083,,1897
11,Lung,15200,Chile,1,1,2018,14.6890588,21.2279117,,1959
11,Lung,15200,Chile,2,1,1984,5.861444231,4.996739912,,307
11,Lung,15200,Chile,2,1,1985,5.992309138,5.242991828,,327
11,Lung,15200,Chile,2,1,1986,5.945268248,5.383676976,,341
11,Lung,15200,Chile,2,1,1987,5.875331837,5.408144759,,348
11,Lung,15200,Chile,2,1,1988,5.545191288,5.230255899,,342
11,Lung,15200,Chile,2,1,1989,6.036055628,5.717951222,,380
11,Lung,15200,Chile,2,1,1990,6.019530799,5.803388024,,392
11,Lung,15200,Chile,2,1,1991,5.969577522,5.942603192,,408
11,Lung,15200,Chile,2,1,1992,6.171354206,6.176257492,,431
11,Lung,15200,Chile,2,1,1993,6.787025283,6.93827376,,492
11,Lung,15200,Chile,2,1,1994,6.15990952,6.456531782,,465
11,Lung,15200,Chile,2,1,1995,6.535389143,6.895048739,,504
11,Lung,15200,Chile,2,1,1996,6.810138712,7.311136615,,542
11,Lung,15200,Chile,2,1,1997,7.035669458,7.865899065,,591
11,Lung,15200,Chile,2,1,1998,6.410396381,7.266735173,,553
11,Lung,15200,Chile,2,1,1999,6.617514309,7.788708942,,600
11,Lung,15200,Chile,2,1,2000,6.702644352,7.954648241,,620
11,Lung,15200,Chile,2,1,2001,7.155660969,8.538370524,,673
11,Lung,15200,Chile,2,1,2002,7.092749716,8.81103493,,702
11,Lung,15200,Chile,2,1,2003,6.917510282,8.769083936,,706
11,Lung,15200,Chile,2,1,2004,7.171260701,9.367144875,,762
11,Lung,15200,Chile,2,1,2005,7.563281894,9.963700015,,819
11,Lung,15200,Chile,2,1,2006,7.772277869,10.48530595,,871
11,Lung,15200,Chile,2,1,2007,7.744336025,10.74347849,,902
11,Lung,15200,Chile,2,1,2008,7.66395734,10.75900985,,913
11,Lung,15200,Chile,2,1,2009,7.71199138,11.04236677,,947
11,Lung,15200,Chile,2,1,2010,7.435322386,11.34379547,,983
11,Lung,15200,Chile,2,1,2011,8.15708047,12.08793205,,1058
11,Lung,15200,Chile,2,1,2012,8.492305255,13.21642381,,1168
11,Lung,15200,Chile,2,1,2013,8.530172657,13.72628532,,1225
11,Lung,15200,Chile,2,1,2014,8.273771766,13.60439376,,1227
11,Lung,15200,Chile,2,1,2015,8.166267987,13.83080996,,1262
11,Lung,15200,Chile,2,1,2016,8.048575436,13.97691472,,1292
11,Lung,15200,Chile,2,1,2017,8.332896461,14.71218475,,1379
11,Lung,15200,Chile,2,1,2018,7.893960651,14.18835355,,1348
11,Lung,17000,Colombia,1,1,1984,12.78604992,6.663386018,,966
11,Lung,17000,Colombia,1,1,1985,13.89130044,7.244559501,,1072
11,Lung,17000,Colombia,1,1,1986,14.09139602,7.471267413,,1128
11,Lung,17000,Colombia,1,1,1987,14.66393777,7.922743638,,1220
11,Lung,17000,Colombia,1,1,1988,13.98279865,7.566410056,,1188
11,Lung,17000,Colombia,1,1,1989,14.02356877,7.896944869,,1264
11,Lung,17000,Colombia,1,1,1990,13.70199478,7.790230842,,1271
11,Lung,17000,Colombia,1,1,1991,14.21546393,8.178668301,,1360
11,Lung,17000,Colombia,1,1,1992,13.84340694,8.019921982,,1359
11,Lung,17000,Colombia,1,1,1993,14.02604288,8.208027683,,1417
11,Lung,17000,Colombia,1,1,1994,13.82244197,8.287309002,,1457
11,Lung,17000,Colombia,1,1,1995,13.68345973,8.337034802,,1492
11,Lung,17000,Colombia,1,1,1996,13.73376144,8.573467781,,1561
11,Lung,17000,Colombia,1,1,1997,13.70933714,8.728026747,,1616
11,Lung,17000,Colombia,1,1,1998,13.07493586,8.469664017,,1594
11,Lung,17000,Colombia,1,1,1999,13.60510628,9.103780166,,1741
11,Lung,17000,Colombia,1,1,2000,13.34117586,9.126329244,,1773
11,Lung,17000,Colombia,1,1,2001,13.4517804,9.523275184,,1879
11,Lung,17000,Colombia,1,1,2002,13.50361245,9.664239076,,1936
11,Lung,17000,Colombia,1,1,2003,13.24050783,9.758689833,,1984
11,Lung,17000,Colombia,1,1,2004,13.94683636,10.59602315,,2185
11,Lung,17000,Colombia,1,1,2005,13.70003191,10.75063446,,2247
11,Lung,17000,Colombia,1,1,2006,13.40447628,10.87769232,,2303
11,Lung,17000,Colombia,1,1,2007,13.19859435,10.94980074,,2347
11,Lung,17000,Colombia,1,1,2008,12.64494594,10.78524118,,2339
11,Lung,17000,Colombia,1,1,2009,12.38326305,10.72560154,,2352
11,Lung,17000,Colombia,1,1,2010,11.9935817,10.71316173,,2374
11,Lung,17000,Colombia,1,1,2011,11.5516131,10.61494167,,2375
11,Lung,17000,Colombia,1,1,2012,10.80258123,10.33000421,,2332
11,Lung,17000,Colombia,1,1,2013,11.23989865,11.01842271,,2510
11,Lung,17000,Colombia,1,1,2014,11.30600652,11.3848526,,2620
11,Lung,17000,Colombia,1,1,2015,10.93896935,11.39604516,,2654
11,Lung,17000,Colombia,1,1,2016,10.7985618,11.48269251,,2712
11,Lung,17000,Colombia,1,1,2017,10.65501158,11.62146972,,2788
11,Lung,17000,Colombia,2,1,1984,5.513692534,3.377354441,,501
11,Lung,17000,Colombia,2,1,1985,6.239829357,3.814203924,,578
11,Lung,17000,Colombia,2,1,1986,6.028989126,3.722219303,,576
11,Lung,17000,Colombia,2,1,1987,6.503278946,4.127441466,,652
11,Lung,17000,Colombia,2,1,1988,6.113674968,3.907811865,,630
11,Lung,17000,Colombia,2,1,1989,6.44990916,4.236745445,,697
11,Lung,17000,Colombia,2,1,1990,6.150693625,4.038776303,,678
11,Lung,17000,Colombia,2,1,1991,6.98405475,4.734465931,,811
11,Lung,17000,Colombia,2,1,1992,6.897685503,4.703252786,,822
11,Lung,17000,Colombia,2,1,1993,6.729303926,4.655680196,,830
11,Lung,17000,Colombia,2,1,1994,6.303941335,4.461466599,,811
11,Lung,17000,Colombia,2,1,1995,6.681127304,4.836606112,,896
11,Lung,17000,Colombia,2,1,1996,6.945666062,5.135393129,,969
11,Lung,17000,Colombia,2,1,1997,7.014024927,5.268436195,,1012
11,Lung,17000,Colombia,2,1,1998,6.381141328,4.845427784,,947
11,Lung,17000,Colombia,2,1,1999,7.099216799,5.544502329,,1102
11,Lung,17000,Colombia,2,1,2000,6.735871222,5.434928414,,1098
11,Lung,17000,Colombia,2,1,2001,6.743376377,5.539491679,,1137
11,Lung,17000,Colombia,2,1,2002,6.843873795,5.800579252,,1209
11,Lung,17000,Colombia,2,1,2003,7.21273306,6.268533183,,1326
11,Lung,17000,Colombia,2,1,2004,7.277980984,6.539265493,,1403
11,Lung,17000,Colombia,2,1,2005,7.202441036,6.603319253,,1436
11,Lung,17000,Colombia,2,1,2006,7.216512185,6.800086667,,1498
11,Lung,17000,Colombia,2,1,2007,6.79519751,6.581976182,,1468
11,Lung,17000,Colombia,2,1,2008,6.547532756,6.642169365,,1499
11,Lung,17000,Colombia,2,1,2009,6.518267851,6.721815938,,1534
11,Lung,17000,Colombia,2,1,2010,6.580026592,6.989537936,,1612
11,Lung,17000,Colombia,2,1,2011,6.190776253,6.818779554,,1588
