Cancer id,Cancer label,Population id,Country label,Sex,Type,Year,ASR (World),Crude rate,Cumulative risk,Total
11,Lung,10000,Bulgaria,1,1,2000,37.6786073,61.13868296,,2383
11,Lung,10000,Bulgaria,1,1,2001,38.06106642,62.38918477,,2410
11,Lung,10000,Bulgaria,1,1,2002,39.75160354,65.01536347,,2490
11,Lung,10000,Bulgaria,1,1,2003,41.14806129,68.0514411,,2585
11,Lung,10000,Bulgaria,1,1,2004,40.56315341,69.27719554,,2611
11,Lung,10000,Bulgaria,1,1,2005,44.20283721,75.54832687,,2826
11,Lung,10000,Bulgaria,1,1,2006,43.54324082,74.77751871,,2777
11,Lung,10000,Bulgaria,1,1,2007,43.50875339,75.7619102,,2794
11,Lung,10000,Bulgaria,1,1,2008,44.67672959,78.54125655,,2877
11,Lung,10000,Bulgaria,1,1,2009,41.65334876,74.11323799,,2697
11,Lung,10000,Bulgaria,1,1,2010,41.89385267,75.36718339,,2725
11,Lung,10000,Bulgaria,1,1,2011,41.62399442,75.2895726,,2705
11,Lung,10000,Bulgaria,1,1,2012,43.92026923,80.91611948,,2889
11,Lung,10000,Bulgaria,1,1,2013,44.38324451,83.40001483,,2959
11,Lung,10000,Bulgaria,1,1,2014,40.90374468,77.89723975,,2746
11,Lung,10000,Bulgaria,1,1,2015,40.69480085,77.59234689,,2717
11,Lung,10000,Bulgaria,1,1,2016,38.78549142,76.26808635,,2652
11,Lung,10000,Bulgaria,1,1,2017,38.37420391,75.8703142,,2619
11,Lung,10000,Bulgaria,1,1,2018,36.93680631,74.13701162,,2540
11,Lung,12400,Canada,1,1,2000,43.2043707,63.67342607,,9648
11,Lung,12400,Canada,1,1,2001,43.17490314,64.91143684,,9931
11,Lung,12400,Canada,1,1,2002,43.00772705,65.98989536,,10195
11,Lung,12400,Canada,1,1,2003,41.38492198,65.38258424,,10203
11,Lung,12400,Canada,1,1,2004,39.83757567,64.2748386,,10136
11,Lung,12400,Canada,1,1,2005,39.34300268,64.49491152,,10284
11,Lung,12400,Canada,1,1,2006,37.6871058,63.3033044,,10213
11,Lung,12400,Canada,1,1,2007,37.30586591,63.91665254,,10439
11,Lung,12400,Canada,1,1,2008,35.68163244,62.50153064,,10336
11,Lung,12400,Canada,1,1,2009,35.28715382,63.14667931,,10572
11,Lung,12400,Canada,1,1,2010,33.9916726,62.1598356,,10531
11,Lung,12400,Canada,1,1,2011,32.72941705,61.36574768,,10515
11,Lung,12400,Canada,1,1,2012,32.08233843,61.87384697,,10718
11,Lung,12400,Canada,1,1,2013,30.14630535,59.5600202,,10426
11,Lung,12400,Canada,1,1,2014,30.23492161,61.79770421,,10929
11,Lung,12400,Canada,1,1,2015,28.47912696,59.66702675,,10659
11,Lung,12400,Canada,1,1,2016,27.03587645,58.09192336,,10481
11,Lung,12400,Canada,1,1,2017,26.37885394,58.38674519,,10637
11,Lung,15200,Chile,1,1,2000,18.61329339,16.86502614,,1273
11,Lung,15200,Chile,1,1,2001,19.19711825,17.40885502,,1329
11,Lung,15200,Chile,1,1,2002,18.60784896,17.48058961,,1349
11,Lung,15200,Chile,1,1,2003,17.27794156,16.7978071,,1310
11,Lung,15200,Chile,1,1,2004,18.62464278,18.52755199,,1460
11,Lung,15200,Chile,1,1,2005,18.1985824,18.56113527,,1478
11,Lung,15200,Chile,1,1,2006,18.23865947,19.13603534,,1540
11,Lung,15200,Chile,1,1,2007,17.5559038,18.88274626,,1536
11,Lung,15200,Chile,1,1,2008,16.23788166,17.70784584,,1456
11,Lung,15200,Chile,1,1,2009,17.0515596,19.07312093,,1585
11,Lung,15200,Chile,1,1,2010,17.40298828,20.13814218,,1691
11,Lung,15200,Chile,1,1,2011,17.17299184,20.30408252,,1722
11,Lung,15200,Chile,1,1,2012,16.22359925,19.61959016,,1680
11,Lung,15200,Chile,1,1,2013,16.62719298,20.92048274,,1809
11,Lung,15200,Chile,1,1,2014,16.29882202,20.91575299,,1828
11,Lung,15200,Chile,1,1,2015,15.79525402,20.85971418,,1845
11,Lung,15200,Chile,1,1,2016,15.31384534,20.91406628,,1875
11,Lung,15200,Chile,1,1,2017,14.77858335,20.85245083,,1897
11,Lung,15200,Chile,1,1,2018,14.6890588,21.2279117,,1959
11,Lung,17000,Colombia,1,1,2000,13.34117586,9.126329244,,1773
11,Lung,17000,Colombia,1,1,2001,13.4517804,9.523275184,,1879
11,Lung,17000,Colombia,1,1,2002,13.50361245,9.664239076,,1936
11,Lung,17000,Colombia,1,1,2003,13.24050783,9.758689833,,1984
11,Lung,17000,Colombia,1,1,2004,13.94683636,10.59602315,,2185
11,Lung,17000,Colombia,1,1,2005,13.70003191,10.75063446,,2247
11,Lung,17000,Colombia,1,1,2006,13.40447628,10.87769232,,2303
11,Lung,17000,Colombia,1,1,2007,13.19859435,10.94980074,,2347
11,Lung,17000,Colombia,1,1,2008,12.64494594,10.78524118,,2339
11,Lung,17000,Colombia,1,1,2009,12.38326305,10.72560154,,2352
11,Lung,17000,Colombia,1,1,2010,11.9935817,10.71316173,,2374
11,Lung,17000,Colombia,1,1,2011,11.5516131,10.61494167,,2375
11,Lung,17000,Colombia,1,1,2012,10.80258123,10.33000421,,2332
11,Lung,17000,Colombia,1,1,2013,11.23989865,11.01842271,,2510
11,Lung,17000,Colombia,1,1,2014,11.30600652,11.3848526,,2620
11,Lung,17000,Colombia,1,1,2015,10.93896935,11.39604516,,2654
11,Lung,17000,Colombia,1,1,2016,10.7985618,11.48269251,,2712
11,Lung,17000,Colombia,1,1,2017,10.65501158,11.62146972,,2788
11,Lung,18800,Costa Rica,1,1,2000,10.91508714,8.29709848,,165
11,Lung,18800,Costa Rica,1,1,2001,10.74348863,8.49761227,,172
11,Lung,18800,Costa Rica,1,1,2002,9.321878344,7.534589844,,155
11,Lung,18800,Costa Rica,1,1,2003,9.942072688,8.33155769,,174
11,Lung,18800,Costa Rica,1,1,2004,8.967721361,7.787742942,,165
11,Lung,18800,Costa Rica,1,1,2005,8.480540853,7.679469195,,165
11,Lung,18800,Costa Rica,1,1,2006,7.848857383,7.299491239,,159
11,Lung,18800,Costa Rica,1,1,2007,7.354014343,7.066811264,,156
11,Lung,18800,Costa Rica,1,1,2008,6.513031658,6.17060378,,138
11,Lung,18800,Costa Rica,1,1,2009,6.676790143,6.755417249,,153
11,Lung,18800,Costa Rica,1,1,2010,7.889216238,8.068824896,,185
11,Lung,18800,Costa Rica,1,1,2011,8.291638747,8.619883399,,200
11,Lung,18800,Costa Rica,1,1,2012,7.645274546,8.392853719,,197
